league,year,h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,wins,draws,loses,pts,npxGD,ppda_coef,oppda_coef,team,xG_diff,xGA_diff,xpts_diff
La_liga,2016,h,1.22846,0.585213,1.22846,0.585213,3,3,2,1,1.9478,w,1,0,0,3,0.643247,8.125,9.333333333,Espanyol,-0.77154,-0.414787,-1.0522
La_liga,2016,a,0.468152,2.9504,0.468152,2.9504,2,16,1,4,0.0997,l,0,0,1,0,-2.482248,11.86666667,5.703703704,Espanyol,-0.531848,-1.0496,0.0997
La_liga,2016,h,1.51212,0.521167,1.51212,0.521167,3,5,1,1,2.2157,d,0,1,0,1,0.990953,9.851851852,13.76470588,Espanyol,0.51212,-0.478833,1.2157
La_liga,2016,a,0.92331,1.85655,0.92331,1.85655,0,5,1,2,0.4837,l,0,0,1,0,-0.93324,11.29166667,6.425,Espanyol,-0.07669,-0.14345,0.4837
La_liga,2016,h,0.833841,0.280737,0.833841,0.280737,2,4,3,1,1.8291,w,1,0,0,3,0.553104,5.292682927,8.212121212,Espanyol,-2.166159,-0.719263,-1.1709
La_liga,2016,h,2.12021,1.12576,1.37694,1.12576,6,4,3,1,2.1487,w,1,0,0,3,0.25118,12.57692308,9.3,Espanyol,-0.87979,0.12576,-0.8513
La_liga,2016,a,0.115172,1.46513,0.115172,1.46513,1,6,1,0,0.2644,w,1,0,0,3,-1.349958,11.08333333,5.142857143,Espanyol,-0.884828,1.46513,-2.7356
La_liga,2016,h,0.287829,0.957027,0.287829,0.957027,3,9,1,2,0.6744,l,0,0,1,0,-0.669198,9.678571429,7.038461538,Espanyol,-0.712171,-1.042973,0.6744
La_liga,2016,a,0.070793,1.2723,0.070793,1.2723,1,8,0,2,0.3077,l,0,0,1,0,-1.201507,22.35294118,5.7,Espanyol,0.070793,-0.7277,0.3077
La_liga,2016,h,2.0636,0.134311,1.32032,0.134311,5,0,3,0,2.7958,w,1,0,0,3,1.186009,4.714285714,16.34782609,Espanyol,-0.9364,0.134311,-0.2042
La_liga,2016,a,0.46046,0.725904,0.46046,0.725904,7,5,2,2,0.992,d,0,1,0,1,-0.265444,17.88235294,9.258064516,Espanyol,-1.53954,-1.274096,-0.008
La_liga,2016,a,0.841776,1.62938,0.841776,1.62938,4,13,0,2,0.6593,l,0,0,1,0,-0.787604,11.7037037,12.5,Espanyol,0.841776,-0.37062,0.6593
La_liga,2016,h,1.66149,1.21087,0.918213,1.21087,4,7,4,3,1.7389,w,1,0,0,3,-0.292657,12.15625,6.724137931,Espanyol,-2.33851,-1.78913,-1.2611
La_liga,2016,a,0.229115,0.917886,0.229115,0.917886,2,7,1,1,0.6544,d,0,1,0,1,-0.688771,15,4.451612903,Espanyol,-0.770885,-0.082114,-0.3456
La_liga,2016,h,0.434253,1.18318,0.434253,0.439902,0,10,2,1,0.5609,w,1,0,0,3,-0.005649,11.5,9.36,Espanyol,-1.565747,0.18318,-2.4391
La_liga,2016,a,0.406301,2.30916,0.406301,1.56588,1,9,0,2,0.1648,l,0,0,1,0,-1.159579,14.69565217,6.171428571,Espanyol,0.406301,0.30916,0.1648
La_liga,2016,h,1.24148,0.345434,1.24148,0.345434,6,2,1,0,2.1901,w,1,0,0,3,0.896046,8.833333333,7.272727273,Espanyol,0.24148,0.345434,-0.8099
La_liga,2016,a,0.584488,0.544707,0.584488,0.544707,6,8,1,0,1.3434,w,1,0,0,3,0.039781,6.958333333,5.239130435,Espanyol,-0.415512,0.544707,-1.6566
La_liga,2016,h,0.810026,0.868074,0.810026,0.868074,4,6,0,1,1.2687,l,0,0,1,0,-0.058048,8.068965517,10.34615385,Espanyol,0.810026,-0.131926,1.2687
La_liga,2016,a,1.71263,0.552443,1.71263,0.552443,4,8,1,1,2.3257,d,0,1,0,1,1.160187,16.0625,9.666666667,Espanyol,0.71263,-0.447557,1.3257
La_liga,2016,h,0.531541,1.82376,0.531541,1.82376,2,9,0,3,0.3863,l,0,0,1,0,-1.292219,11.96428571,4.545454545,Espanyol,0.531541,-1.17624,0.3863
La_liga,2016,a,1.116,1.58012,1.116,1.58012,3,8,2,1,1.0078,w,1,0,0,3,-0.46412,11.41666667,9.95,Espanyol,-0.884,0.58012,-1.9922
La_liga,2016,h,1.59622,0.481694,1.59622,0.481694,7,2,0,1,2.2496,l,0,0,1,0,1.114526,9.962962963,9.925925926,Espanyol,1.59622,-0.518306,2.2496
La_liga,2016,a,0.761851,0.649902,0.761851,0.649902,2,2,2,1,1.5259,w,1,0,0,3,0.111949,18.71428571,15.95652174,Espanyol,-1.238149,-0.350098,-1.4741
La_liga,2016,h,4.17855,0.0332215,3.43527,0.0332215,9,0,1,1,2.9939,d,0,1,0,1,3.4020485,5.419354839,15.35714286,Atletico Madrid,3.17855,-0.9667785,1.9939
La_liga,2016,a,0.700848,0.189954,0.700848,0.189954,7,0,0,0,1.8339,d,0,1,0,1,0.510894,6.333333333,8.909090909,Atletico Madrid,0.700848,0.189954,0.8339
La_liga,2016,a,2.42263,0.701483,2.42263,0.701483,11,8,4,0,2.5578,w,1,0,0,3,1.721147,11.40909091,4.892857143,Atletico Madrid,-1.57737,0.701483,-0.4422
La_liga,2016,h,2.52857,0.503786,1.7853,0.503786,7,11,5,0,2.7315,w,1,0,0,3,1.281514,9.928571429,12.62962963,Atletico Madrid,-2.47143,0.503786,-0.2685
La_liga,2016,a,0.295787,1.32384,0.295787,1.32384,1,9,1,1,0.4691,d,0,1,0,1,-1.028053,15.34615385,4,Atletico Madrid,-0.704213,0.32384,-0.5309
La_liga,2016,h,2.13155,0.2328,2.13155,0.2328,21,1,1,0,2.74,w,1,0,0,3,1.89875,6.523809524,7.818181818,Atletico Madrid,1.13155,0.2328,-0.26
La_liga,2016,a,3.29348,1.00546,1.80693,1.00546,10,5,2,0,2.7048,w,1,0,0,3,0.80147,8.782608696,10.51724138,Atletico Madrid,1.29348,1.00546,-0.2952
La_liga,2016,h,3.0536,0.306751,3.0536,0.306751,11,0,7,1,2.9105,w,1,0,0,3,2.746849,10.36842105,15.47826087,Atletico Madrid,-3.9464,-0.693249,-0.0895
La_liga,2016,a,0.770754,1.13802,0.770754,1.13802,5,2,0,1,1.0119,l,0,0,1,0,-0.367266,10.82142857,6.846153846,Atletico Madrid,0.770754,0.13802,1.0119
La_liga,2016,h,1.96583,0.244565,1.96583,0.244565,6,1,4,2,2.6305,w,1,0,0,3,1.721265,10.08695652,9.730769231,Atletico Madrid,-2.03417,-1.755435,-0.3695
La_liga,2016,a,0.581093,1.99325,0.581093,0.507208,4,1,0,2,0.3092,l,0,0,1,0,0.073885,10.73333333,5.9,Atletico Madrid,0.581093,-0.00675,0.3092
La_liga,2016,h,1.0815,2.03273,1.0815,1.28946,8,5,0,3,0.6516,l,0,0,1,0,-0.20796,8.131578947,12.44444444,Atletico Madrid,1.0815,-0.96727,0.6516
La_liga,2016,a,1.48301,1.15264,1.48301,0.409361,2,5,3,0,1.6026,w,1,0,0,3,1.073649,10.84210526,12.84615385,Atletico Madrid,-1.51699,1.15264,-1.3974
La_liga,2016,h,0.576659,0.806691,0.576659,0.806691,15,1,0,0,1.0752,d,0,1,0,1,-0.230032,4.487179487,13.43478261,Atletico Madrid,0.576659,0.806691,0.0752
La_liga,2016,a,0.725735,1.25177,0.725735,1.25177,6,3,0,3,0.692,l,0,0,1,0,-0.526035,8.818181818,5.71875,Atletico Madrid,0.725735,-1.74823,0.692
La_liga,2016,h,0.86238,0.516549,0.86238,0.516549,7,8,1,0,1.6456,w,1,0,0,3,0.345831,11.38235294,6.222222222,Atletico Madrid,-0.13762,0.516549,-1.3544
La_liga,2016,a,1.08182,0.647669,1.08182,0.647669,9,2,2,0,1.7994,w,1,0,0,3,0.434151,12.73684211,4.564102564,Atletico Madrid,-0.91818,0.647669,-1.2006
La_liga,2016,h,0.880766,0.429648,0.880766,0.429648,4,7,1,0,1.8416,w,1,0,0,3,0.451118,7.8,6.8,Atletico Madrid,-0.119234,0.429648,-1.1584
La_liga,2016,a,0.577363,0.67787,0.577363,0.67787,1,1,2,2,1.1566,d,0,1,0,1,-0.100507,10.13793103,8.80952381,Atletico Madrid,-1.422637,-1.32213,0.1566
La_liga,2016,a,0.320877,1.25495,0.320877,1.25495,2,8,0,0,0.5092,d,0,1,0,1,-0.934073,7.594594595,5.321428571,Atletico Madrid,0.320877,1.25495,-0.4908
La_liga,2016,h,1.8677,0.725425,0.95269,0.725425,6,8,2,0,2.3595,w,1,0,0,3,0.227265,8,9.818181818,Atletico Madrid,-0.1323,0.725425,-0.6405
La_liga,2016,h,2.48076,1.47065,1.72933,1.47065,3,8,3,2,2.1228,w,1,0,0,3,0.25868,9.482758621,6.583333333,Atletico Madrid,-0.51924,-0.52935,-0.8772
La_liga,2016,a,2.49836,1.62573,2.49836,1.62573,2,3,4,1,2.1006,w,1,0,0,3,0.87263,10.08,6.837837838,Atletico Madrid,-1.50164,0.62573,-0.8994
La_liga,2016,h,0.775423,1.82536,0.775423,1.82536,7,5,1,2,0.5969,l,0,0,1,0,-1.049937,6.976190476,4.85,Atletico Madrid,-0.224577,-0.17464,0.5969
La_liga,2016,a,0.370998,1.23691,0.370998,1.23691,9,2,1,1,0.5606,d,0,1,0,1,-0.865912,6.533333333,12.42105263,Atletico Madrid,-0.629002,0.23691,-0.4394
La_liga,2016,h,1.757,0.315344,1.757,0.315344,5,2,3,0,2.4977,w,1,0,0,3,1.441656,11.27272727,9.739130435,Atletico Madrid,-1.243,0.315344,-0.5023
La_liga,2016,a,1.63235,0.543405,1.63235,0.543405,9,8,1,0,2.26,w,1,0,0,3,1.088945,5.193548387,7,Atletico Madrid,0.63235,0.543405,-0.74
La_liga,2016,h,2.48581,0.499596,2.48581,0.499596,9,6,3,1,2.6647,w,1,0,0,3,1.986214,11.39285714,10.86666667,Atletico Madrid,-0.51419,-0.500404,-0.3353
La_liga,2016,a,1.05742,0.844668,1.05742,0.844668,5,5,2,0,1.5755,w,1,0,0,3,0.212752,17.42857143,6.576923077,Atletico Madrid,-0.94258,0.844668,-1.4245
La_liga,2016,h,2.8366,0.354952,2.8366,0.354952,10,2,1,0,2.8426,w,1,0,0,3,2.481648,9.9,4.888888889,Atletico Madrid,1.8366,0.354952,-0.1574
La_liga,2016,a,1.08371,1.35497,1.08371,1.35497,4,8,1,1,1.1589,d,0,1,0,1,-0.27126,14.69565217,5.424242424,Atletico Madrid,0.08371,0.35497,0.1589
La_liga,2016,h,2.86312,0.117168,1.37657,0.117168,8,2,3,0,2.942,w,1,0,0,3,1.259402,12.04545455,11,Atletico Madrid,-0.13688,0.117168,-0.058
La_liga,2016,a,0.868074,0.810026,0.868074,0.810026,6,4,1,0,1.3731,w,1,0,0,3,0.058048,10.34615385,8.068965517,Atletico Madrid,-0.131926,0.810026,-1.6269
La_liga,2016,h,1.32237,0.857961,1.32237,0.857961,14,3,0,1,1.7085,l,0,0,1,0,0.464409,6.947368421,9.043478261,Atletico Madrid,1.32237,-0.142039,1.7085
La_liga,2016,a,2.6956,0.530853,2.6956,0.530853,5,4,5,0,2.7488,w,1,0,0,3,2.164747,10.58064516,19.36842105,Atletico Madrid,-2.3044,0.530853,-0.2512
La_liga,2016,h,1.30492,0.286692,1.30492,0.286692,8,6,1,0,2.2594,w,1,0,0,3,1.018228,10.66666667,9.24137931,Atletico Madrid,0.30492,0.286692,-0.7406
La_liga,2016,a,0.156793,0.489181,0.156793,0.489181,2,5,1,1,0.8324,d,0,1,0,1,-0.332388,10.79310345,8.714285714,Atletico Madrid,-0.843207,-0.510819,-0.1676
La_liga,2016,h,3.08909,1.00363,3.08909,1.00363,7,9,3,1,2.6312,w,1,0,0,3,2.08546,18.25,6.8125,Atletico Madrid,0.08909,0.00363,-0.3688
La_liga,2016,a,1.2781,1.27123,0.534823,1.27123,4,8,4,2,1.39,w,1,0,0,3,-0.736407,12.84210526,4.551020408,Las Palmas,-2.7219,-0.72877,-1.61
La_liga,2016,h,2.78367,0.431857,2.78367,0.431857,9,2,5,1,2.8006,w,1,0,0,3,2.351813,10.13636364,8.75,Las Palmas,-2.21633,-0.568143,-0.1994
La_liga,2016,a,0.642731,3.53881,0.642731,2.79566,5,5,1,2,0.0427,l,0,0,1,0,-2.152929,16.9375,4.84375,Las Palmas,-0.357269,1.53881,0.0427
La_liga,2016,h,0.869251,0.645227,0.125973,0.645227,8,5,1,0,1.6025,w,1,0,0,3,-0.519254,6.45,10.07894737,Las Palmas,-0.130749,0.645227,-1.3975
La_liga,2016,a,1.02708,2.81655,1.02708,1.32999,2,15,1,4,0.2887,l,0,0,1,0,-0.30291,30.66666667,8.090909091,Las Palmas,0.02708,-1.18345,0.2887
La_liga,2016,h,1.31532,2.7519,1.31532,2.7519,4,5,2,2,0.4234,d,0,1,0,1,-1.43658,13.35,11.4375,Las Palmas,-0.68468,0.7519,-0.5766
La_liga,2016,a,1.37115,0.988479,1.37115,0.245201,10,1,2,2,1.6445,d,0,1,0,1,1.125949,2.441176471,11.92307692,Las Palmas,-0.62885,-1.011521,0.6445
La_liga,2016,h,1.07463,0.318729,1.07463,0.318729,11,0,0,0,2.071,d,0,1,0,1,0.755901,6.703703704,10.79411765,Las Palmas,1.07463,0.318729,1.071
La_liga,2016,a,0.5357,1.67294,0.5357,0.929667,8,9,1,2,0.4217,l,0,0,1,0,-0.393967,14.21428571,7.880952381,Las Palmas,-0.4643,-0.32706,0.4217
La_liga,2016,h,2.07556,1.23697,1.33228,1.23697,6,5,3,3,2.0126,d,0,1,0,1,0.09531,2.692307692,16.68181818,Las Palmas,-0.92444,-1.76303,1.0126
La_liga,2016,h,1.59273,0.983024,0.84945,0.983024,9,3,1,0,1.8677,w,1,0,0,3,-0.133574,7.388888889,8.833333333,Las Palmas,0.59273,0.983024,-1.1323
La_liga,2016,a,0.358719,0.590307,0.358719,0.590307,4,2,0,2,1.0087,l,0,0,1,0,-0.231588,5.5,8.340425532,Las Palmas,0.358719,-1.409693,1.0087
La_liga,2016,h,1.05931,1.73341,1.05931,0.99013,6,6,3,1,0.7557,w,1,0,0,3,0.06918,5.366666667,6.642857143,Las Palmas,-1.94069,0.73341,-2.2443
La_liga,2016,a,0.495163,1.0718,0.495163,1.0718,5,2,1,1,0.7857,d,0,1,0,1,-0.576637,7.826086957,17.52173913,Las Palmas,-0.504837,0.0718,-0.2143
La_liga,2016,h,0.889018,1.26322,0.889018,0.519946,5,3,1,1,0.945,d,0,1,0,1,0.369072,4.433333333,16.26923077,Las Palmas,-0.110982,0.26322,-0.055
La_liga,2016,a,0.516549,0.86238,0.516549,0.86238,8,7,0,1,0.9832,l,0,0,1,0,-0.345831,6.222222222,11.38235294,Las Palmas,0.516549,-0.13762,0.9832
La_liga,2016,h,2.50535,0.715563,2.50535,0.715563,7,2,1,0,2.6045,w,1,0,0,3,1.789787,6.428571429,7.413043478,Las Palmas,1.50535,0.715563,-0.3955
La_liga,2016,a,0.406868,3.95422,0.406868,3.95422,1,19,0,5,0.0422,l,0,0,1,0,-3.547352,17.84210526,6.027777778,Las Palmas,0.406868,-1.04578,0.0422
La_liga,2016,h,0.510785,0.329111,0.510785,0.329111,7,1,1,1,1.4604,d,0,1,0,1,0.181674,12.85714286,15.2,Las Palmas,-0.489215,-0.670889,0.4604
La_liga,2016,h,0.864443,0.984988,0.864443,0.984988,8,4,3,1,1.2089,w,1,0,0,3,-0.120545,6.193548387,15.45833333,Las Palmas,-2.135557,-0.015012,-1.7911
La_liga,2016,a,0.797005,0.545986,0.797005,0.545986,13,0,0,1,1.569,l,0,0,1,0,0.251019,4.571428571,7.155555556,Las Palmas,0.797005,-0.454014,1.569
La_liga,2016,h,0.841648,1.41556,0.841648,1.41556,2,8,0,1,0.9256,l,0,0,1,0,-0.573912,7.484848485,7.914285714,Las Palmas,0.841648,0.41556,0.9256
La_liga,2016,a,0.574955,2.39662,0.574955,2.39662,9,8,1,2,0.2111,l,0,0,1,0,-1.821665,8.666666667,7.161290323,Las Palmas,-0.425045,0.39662,0.2111
La_liga,2016,h,1.71708,0.900432,1.71708,0.900432,19,5,0,1,1.9939,l,0,0,1,0,0.816648,9.363636364,9,Las Palmas,1.71708,-0.099568,1.9939
La_liga,2016,a,2.1904,3.09385,1.44712,2.35057,7,7,3,3,0.8332,d,0,1,0,1,-0.90345,10.72727273,9.789473684,Las Palmas,-0.8096,0.09385,-0.1668
La_liga,2016,h,1.52118,1.30591,1.52118,1.30591,12,5,5,2,1.4992,w,1,0,0,3,0.21527,9.923076923,12.42857143,Las Palmas,-3.47882,-0.69409,-1.5008
La_liga,2016,a,1.21087,1.66149,1.21087,0.918213,7,4,3,4,0.9643,l,0,0,1,0,0.292657,6.724137931,12.15625,Las Palmas,-1.78913,-2.33851,0.9643
La_liga,2016,h,1.57565,0.339418,1.57565,0.339418,13,2,1,0,2.3562,w,1,0,0,3,1.236232,9.434782609,18.9375,Las Palmas,0.57565,0.339418,-0.6438
La_liga,2016,a,0.943845,1.96679,0.943845,1.96679,11,3,1,3,0.6335,l,0,0,1,0,-1.022945,7.92,9.972222222,Las Palmas,-0.056155,-1.03321,0.6335
La_liga,2016,a,0.811517,1.84235,0.811517,1.09907,5,4,1,3,0.5544,l,0,0,1,0,-0.287553,10,7,Las Palmas,-0.188483,-1.15765,0.5544
La_liga,2016,h,2.25513,1.01656,1.51185,1.01656,12,5,4,1,2.311,w,1,0,0,3,0.49529,8.038461538,8.131578947,Las Palmas,-1.74487,0.01656,-0.689
La_liga,2016,a,0.665833,3.27145,0.665833,3.27145,5,13,1,5,0.0964,l,0,0,1,0,-2.605617,26.42857143,5.796610169,Las Palmas,-0.334167,-1.72855,0.0964
La_liga,2016,h,0.969015,0.488145,0.969015,0.488145,7,1,1,1,1.7723,d,0,1,0,1,0.48087,7.55,8.972222222,Las Palmas,-0.030985,-0.511855,0.7723
La_liga,2016,a,0.116739,2.5676,0.116739,1.82432,1,6,0,3,0.0349,l,0,0,1,0,-1.707581,8.636363636,7.5,Las Palmas,0.116739,-0.4324,0.0349
La_liga,2016,h,0.530853,2.6956,0.530853,2.6956,4,5,0,5,0.1712,l,0,0,1,0,-2.164747,19.36842105,10.58064516,Las Palmas,0.530853,-2.3044,0.1712
La_liga,2016,a,0.298784,1.55328,0.298784,1.55328,5,15,0,1,0.3935,l,0,0,1,0,-1.254496,6.576923077,7.431818182,Las Palmas,0.298784,0.55328,0.3935
La_liga,2016,h,0.614019,1.60991,0.614019,1.60991,6,16,1,4,0.5733,l,0,0,1,0,-0.995891,24.29411765,10.45454545,Las Palmas,-0.385981,-2.39009,0.5733
La_liga,2016,a,0.990264,1.56248,0.990264,1.56248,5,0,0,3,0.8558,l,0,0,1,0,-0.572216,6.575757576,12.80769231,Las Palmas,0.990264,-1.43752,0.8558
La_liga,2016,h,1.27123,1.2781,1.27123,0.534823,8,4,2,4,1.2985,l,0,0,1,0,0.736407,4.551020408,12.84210526,Valencia,-0.72877,-2.7219,1.2985
La_liga,2016,a,2.05592,1.36093,2.05592,0.476215,6,2,0,1,1.9414,l,0,0,1,0,1.579705,5.409090909,7.9,Valencia,2.05592,0.36093,1.9414
La_liga,2016,h,1.81116,1.96896,1.81116,1.96896,9,9,2,3,1.2396,l,0,0,1,0,-0.1578,5.965517241,5.285714286,Valencia,-0.18884,-1.03104,1.2396
La_liga,2016,a,1.53251,1.34212,1.53251,1.34212,4,8,1,2,1.5445,l,0,0,1,0,0.19039,7.636363636,5.431818182,Valencia,0.53251,-0.65788,1.5445
La_liga,2016,h,1.42235,0.259625,0.679073,0.259625,7,2,2,1,2.4854,w,1,0,0,3,0.419448,6.840909091,8.206896552,Valencia,-0.57765,-0.740375,-0.5146
La_liga,2016,a,1.37734,1.29014,1.37734,0.546987,3,1,2,1,1.3867,w,1,0,0,3,0.830353,8.033333333,5.852941176,Valencia,-0.62266,0.29014,-1.6133
La_liga,2016,h,1.00546,3.29348,1.00546,1.80693,5,10,0,2,0.2046,l,0,0,1,0,-0.80147,10.51724138,8.782608696,Valencia,1.00546,1.29348,0.2046
La_liga,2016,a,0.962304,0.487759,0.962304,0.487759,4,7,2,1,1.8348,w,1,0,0,3,0.474545,8.909090909,6.444444444,Valencia,-1.037696,-0.512241,-1.1652
La_liga,2016,h,0.839578,2.05021,0.839578,1.30694,7,8,2,3,0.4997,l,0,0,1,0,-0.467362,15.52,6.130434783,Valencia,-1.160422,-0.94979,0.4997
La_liga,2016,a,1.03333,1.3997,1.03333,1.3997,2,3,1,1,1.0145,d,0,1,0,1,-0.36637,5.482758621,8.142857143,Valencia,0.03333,0.3997,0.0145
La_liga,2016,a,1.44482,0.571273,0.701668,0.571273,1,9,1,2,2.1726,l,0,0,1,0,0.130395,10.79166667,5.342857143,Valencia,0.44482,-1.428727,2.1726
La_liga,2016,h,1.58094,0.622946,1.58094,0.622946,13,2,1,1,2.1625,d,0,1,0,1,0.957994,3.930232558,15.77272727,Valencia,0.58094,-0.377054,1.1625
La_liga,2016,a,0.481054,0.217327,0.481054,0.217327,3,7,1,2,1.5207,l,0,0,1,0,0.263727,8.378378378,4.903225806,Valencia,-0.518946,-1.782673,1.5207
La_liga,2016,h,0.524646,0.849918,0.524646,0.849918,4,5,2,2,1.0011,d,0,1,0,1,-0.325272,7.366666667,7.857142857,Valencia,-1.475354,-1.150082,0.0011
La_liga,2016,a,1.58335,2.70322,0.840073,1.95994,0,9,2,3,0.6042,l,0,0,1,0,-1.119867,10.3030303,6.375,Valencia,-0.41665,-0.29678,0.6042
La_liga,2016,a,1.45062,1.80424,0.707339,1.80424,3,5,3,3,1.1065,d,0,1,0,1,-1.096901,8.136363636,5,Valencia,-1.54938,-1.19576,0.1065
La_liga,2016,h,1.85655,0.92331,1.85655,0.92331,5,0,2,1,2.2588,w,1,0,0,3,0.93324,6.425,11.29166667,Valencia,-0.14345,-0.07669,-0.7412
La_liga,2016,a,1.46798,1.21498,1.46798,1.21498,7,11,2,0,1.5929,w,1,0,0,3,0.253,11.78571429,9.130434783,Valencia,-0.53202,1.21498,-1.4071
La_liga,2016,a,0.984988,0.864443,0.984988,0.864443,4,8,1,3,1.4501,l,0,0,1,0,0.120545,15.45833333,6.193548387,Valencia,-0.015012,-2.135557,1.4501
La_liga,2016,h,0.870776,1.2508,0.870776,0.507523,5,3,0,4,0.9615,l,0,0,1,0,0.363253,10.75,6.6,Valencia,0.870776,-2.7492,0.9615
La_liga,2016,a,0.291369,1.51524,0.291369,1.51524,0,6,0,0,0.3813,d,0,1,0,1,-1.223871,8.166666667,8.666666667,Valencia,0.291369,1.51524,-0.6187
La_liga,2016,h,1.47536,1.2272,1.47536,1.2272,8,4,2,0,1.5395,w,1,0,0,3,0.24816,6.84375,10.84848485,Valencia,-0.52464,1.2272,-1.4605
La_liga,2016,h,0.832853,0.99003,0.832853,0.99003,1,13,2,1,1.1963,w,1,0,0,3,-0.157177,18.8125,4.5,Valencia,-1.167147,-0.00997,-1.8037
La_liga,2016,a,0.634332,1.33101,0.634332,1.33101,2,3,1,2,0.7542,l,0,0,1,0,-0.696678,8.931034483,11.71875,Valencia,-0.365668,-0.66899,0.7542
La_liga,2016,h,1.90734,0.0399313,1.90734,0.0399313,2,1,1,0,2.8992,w,1,0,0,3,1.8674087,8.607142857,6.5,Valencia,0.90734,0.0399313,-0.1008
La_liga,2016,a,0.315344,1.757,0.315344,1.757,2,5,0,3,0.3176,l,0,0,1,0,-1.441656,9.739130435,11.27272727,Valencia,0.315344,-1.243,0.3176
La_liga,2016,h,2.10881,0.926125,1.36553,0.926125,4,5,1,1,2.2669,d,0,1,0,1,0.439405,6.153846154,7.473684211,Valencia,1.10881,-0.073875,1.2669
La_liga,2016,a,1.02269,4.18605,1.02269,3.44277,3,27,2,4,0.0883,l,0,0,1,0,-2.42008,18.375,6.111111111,Valencia,-0.97731,0.18605,0.0883
La_liga,2016,h,1.45999,1.54959,1.45999,0.806308,6,7,3,0,1.2501,w,1,0,0,3,0.653682,9.851851852,9.96,Valencia,-1.54001,1.54959,-1.7499
La_liga,2016,h,2.06746,1.68539,2.06746,0.942238,6,4,3,2,1.6562,w,1,0,0,3,1.125222,12.18181818,10,Valencia,-0.93254,-0.31461,-1.3438
La_liga,2016,a,2.25028,0.726489,2.25028,0.726489,6,6,3,1,2.4548,w,1,0,0,3,1.523791,14.52380952,12.28571429,Valencia,-0.74972,-0.273511,-0.5452
La_liga,2016,h,0.764084,0.73681,0.764084,0.73681,4,3,0,0,1.3246,d,0,1,0,1,0.027274,11.28125,7.785714286,Valencia,0.764084,0.73681,0.3246
La_liga,2016,a,1.36814,1.05969,1.36814,1.05969,4,2,0,2,1.6131,l,0,0,1,0,0.30845,12.23809524,6.575757576,Valencia,1.36814,-0.94031,1.6131
La_liga,2016,h,2.32672,1.68807,1.58344,0.944795,5,5,2,3,1.8571,l,0,0,1,0,0.638645,9.888888889,8.952380952,Valencia,0.32672,-1.31193,1.8571
La_liga,2016,a,0.973391,2.41841,0.973391,1.67513,1,7,1,2,0.3975,l,0,0,1,0,-0.701739,19.73333333,10.6,Valencia,-0.026609,0.41841,0.3975
La_liga,2016,h,3.01483,0.841795,3.01483,0.841795,9,2,4,1,2.7746,w,1,0,0,3,2.173035,6.482758621,23.66666667,Valencia,-0.98517,-0.158205,-0.2254
La_liga,2016,a,0.481694,1.59622,0.481694,1.59622,2,7,1,0,0.5207,w,1,0,0,3,-1.114526,9.925925926,9.962962963,Valencia,-0.518306,1.59622,-2.4793
La_liga,2016,h,1.48798,0.932558,1.48798,0.932558,9,10,1,3,1.815,l,0,0,1,0,0.555422,10.34782609,9.111111111,Valencia,0.48798,-2.067442,1.815
La_liga,2016,a,0.604671,1.43642,0.604671,0.545579,2,2,1,2,0.5312,l,0,0,1,0,0.059092,5.363636364,17.35714286,Athletic Club,-0.395329,-0.56358,0.5312
La_liga,2016,h,0.625251,2.33658,0.625251,2.33658,3,12,0,1,0.2787,l,0,0,1,0,-1.711329,8.510638298,13.25,Athletic Club,0.625251,1.33658,0.2787
La_liga,2016,a,0.239631,0.708733,0.239631,0.708733,3,4,1,0,0.7943,w,1,0,0,3,-0.469102,13.83333333,6.346153846,Athletic Club,-0.760369,0.708733,-2.2057
La_liga,2016,h,1.34212,1.53251,1.34212,1.53251,8,4,2,1,1.1662,w,1,0,0,3,-0.19039,5.431818182,7.636363636,Athletic Club,-0.65788,0.53251,-1.8338
La_liga,2016,a,1.57519,0.887639,1.57519,0.887639,3,3,2,1,1.9716,w,1,0,0,3,0.687551,7.829268293,10.33333333,Athletic Club,-0.42481,-0.112361,-1.0284
La_liga,2016,h,2.14897,0.607158,1.40569,0.607158,2,3,3,1,2.6969,w,1,0,0,3,0.798532,13.51851852,5.80952381,Athletic Club,-0.85103,-0.392842,-0.3031
La_liga,2016,a,0.599527,1.38797,0.599527,1.38797,1,7,1,2,0.6795,l,0,0,1,0,-0.788443,8.107142857,4.46875,Athletic Club,-0.400473,-0.61203,0.6795
La_liga,2016,h,1.53028,0.618302,1.53028,0.618302,10,1,3,2,2.1427,w,1,0,0,3,0.911978,6.666666667,7,Athletic Club,-1.46972,-1.381698,-0.8573
La_liga,2016,a,1.38084,3.52634,1.38084,3.52634,4,9,1,2,0.2715,l,0,0,1,0,-2.1455,11.12903226,5.8,Athletic Club,0.38084,1.52634,0.2715
La_liga,2016,h,1.4373,0.338045,1.4373,0.338045,8,2,1,1,2.3183,d,0,1,0,1,1.099255,3.32,16.05555556,Athletic Club,0.4373,-0.661955,1.3183
La_liga,2016,a,0.151209,0.277247,0.151209,0.277247,2,3,0,0,0.9931,d,0,1,0,1,-0.126038,9.1,7.931034483,Athletic Club,0.151209,0.277247,-0.0069
